OBJECTID,YearBuilt1,HEIGHT,UseDescription,GrossFloorArea
9580,1931,9,5.0,369
9584,1947,6,5.0,293
9605,1940,3,5.0,529
9629,2009,3,5.0,127
9824,1960,9,5.0,521
9825,1975,6,5.0,912
10045,1992,24,5.0,20273
10057,1983,3,5.0,515
10098,1940,6,5.0,370
10106,1945,6,5.0,454
10136,1900,12,5.0,875
10138,2002,3,5.0,190
10169,1900,6,5.0,293
10172,1900,9,5.0,548
10195,1962,6,5.0,333
10367,1980,6,5.0,3778
10397,1914,3,5.0,77
10524,1976,3,5.0,736
10587,1994,15,5.0,969
10589,1900,6,5.0,225
10591,1976,12,5.0,438
10613,1965,18,5.0,1870
10636,1968,18,5.0,2585
10656,1936,6,5.0,330
10660,1936,9,5.0,227
10666,1936,12,5.0,462
10668,1936,12,5.0,332
10669,1936,9,5.0,195
10675,1936,15,5.0,4842
10682,1990,15,5.0,358
10685,1942,9,5.0,183
10686,1942,9,5.0,339
10696,1960,18,5.0,1044
10709,1900,6,5.0,5132
10852,1940,6,5.0,211
10970,1955,6,5.0,756
11036,1954,9,5.0,298
11131,1966,18,5.0,616
11140,1994,12,5.0,544
11157,1989,3,5.0,90
11225,1900,9,5.0,281
11232,1922,9,5.0,384
11256,1979,18,5.0,1253
11261,1900,9,5.0,259
11262,1900,9,5.0,510
11265,1900,9,5.0,333
11266,1900,9,5.0,230
11269,1900,9,5.0,128
11280,1900,9,5.0,965
11282,1900,6,5.0,336
11293,1950,24,5.0,1483
11298,1950,18,5.0,676
11300,1919,6,5.0,376
11322,1898,12,5.0,1026
11323,1919,9,5.0,700
11332,1919,9,5.0,2128
11337,1919,6,5.0,308
11339,1919,9,5.0,270
11344,1919,9,5.0,813
11345,1990,12,5.0,593
11351,1916,9,5.0,3958
11352,1970,12,5.0,919
11359,1900,9,5.0,620
11366,1880,6,5.0,200
11525,1900,6,5.0,646
11718,1960,3,5.0,426
11733,1965,6,5.0,215
11776,1923,6,5.0,113
11916,2009,12,5.0,372
11925,1923,12,5.0,542
11990,1996,15,5.0,2420
11997,1912,9,5.0,318
11998,1898,9,5.0,687
12002,1898,12,5.0,244
12003,1898,9,5.0,173
12004,1898,9,5.0,272
12006,1990,12,5.0,510
12010,2003,15,5.0,649
12018,1992,15,5.0,2122
12023,1900,9,5.0,213
12027,1900,9,5.0,201
12041,1900,9,5.0,532
12044,1900,12,5.0,1386
12051,1900,12,5.0,288
12067,1947,9,5.0,8756
12115,1900,9,5.0,136
12190,1970,6,5.0,2031
12234,1900,6,5.0,197
12319,1957,3,5.0,128
12534,1970,3,5.0,153
12535,1999,6,5.0,563
12645,1880,9,5.0,259
12646,1900,6,5.0,248
12648,1880,3,5.0,91
12786,1957,9,5.0,180
12797,1900,12,5.0,3433
12801,1945,6,5.0,449
12813,1956,12,5.0,8313
12822,1991,12,5.0,541
12823,1957,15,5.0,1242
12830,1900,9,5.0,301
12840,1947,12,5.0,378
12841,1947,6,5.0,182
12842,1947,6,5.0,98
12846,1947,12,5.0,330
12849,2006,12,5.0,252
12874,1942,12,5.0,734
12875,1880,12,5.0,231
12890,1959,6,5.0,393
12902,1931,15,5.0,1724
12905,1930,6,5.0,152
12906,1953,9,5.0,784
12909,1905,3,5.0,513
12910,1962,15,5.0,653
12922,1900,6,5.0,390
12933,1900,9,5.0,848
12934,1914,6,5.0,384
12938,1880,6,5.0,157
12958,1905,6,5.0,353
13033,1930,9,5.0,2550
13044,1930,9,5.0,374
13060,1930,6,5.0,1089
13072,1960,9,5.0,1297
13089,1991,21,5.0,6348
13091,2008,9,5.0,14168
13220,1910,6,5.0,322
13235,1920,6,5.0,192
13243,1930,15,5.0,405
13274,1900,6,5.0,2147
13281,1900,9,5.0,2280
13295,1957,3,5.0,349
13308,1993,12,5.0,1757
13338,1942,15,5.0,1639
13402,1920,6,5.0,120
13405,1920,9,5.0,324
13423,1900,9,5.0,337
13438,1979,3,5.0,262
13458,1900,9,5.0,316
13479,1975,15,5.0,406
13558,1963,15,5.0,2944
13658,1930,6,5.0,418
13666,1972,12,5.0,296
13930,1917,18,5.0,3934
13968,1923,12,5.0,213
13974,1928,12,5.0,538
13979,1928,6,5.0,280
14113,1880,9,5.0,434
14126,1962,9,5.0,335
14233,1965,18,5.0,710
14273,1943,12,5.0,408
14325,1931,6,5.0,465
14329,1935,9,5.0,297
14482,1975,3,5.0,186
14483,1975,3,5.0,423
14490,1975,3,5.0,148
14491,1975,3,5.0,148
14493,1900,3,5.0,676
14581,1930,3,5.0,130
14673,1964,6,5.0,133
14743,1992,9,5.0,534
14744,1992,9,5.0,494
14800,1902,9,5.0,510
15060,1950,6,5.0,174
15097,1945,3,5.0,412
15161,1957,3,5.0,143
15338,1975,3,5.0,500
15359,2012,3,5.0,85
15403,1890,6,5.0,152
15440,1960,6,5.0,191
15490,1900,9,5.0,490
15503,1900,9,5.0,210
15663,1965,3,5.0,153
15668,1945,6,5.0,160
15670,1965,6,5.0,251
15711,1997,15,5.0,3535
15786,1975,3,5.0,531
15790,1975,3,5.0,692
15928,2014,3,5.0,80
16082,2011,3,5.0,99
16093,2002,3,5.0,55
16181,1950,9,5.0,202
16291,1953,9,5.0,4563
16322,1930,6,5.0,236
16353,1930,6,5.0,110
16357,1945,6,5.0,620
16360,1950,9,5.0,310
16367,1942,6,5.0,224
16373,1963,6,5.0,360
16437,1960,3,5.0,360
16444,1988,12,5.0,1655
16449,2015,3,5.0,4680
16600,1957,3,5.0,142
16603,2000,3,5.0,49
16607,1998,6,5.0,3903
16621,1956,9,5.0,579
16635,1970,9,5.0,596
16647,1969,6,5.0,256
16680,1979,12,5.0,845
16774,1928,6,5.0,288
16780,1939,3,5.0,64
16781,1945,3,5.0,49
16840,1931,6,5.0,186
16845,1986,6,5.0,182
16852,1982,3,5.0,167
16863,1949,9,5.0,224
16916,1969,12,5.0,574
16930,1996,12,5.0,605
17102,1930,3,5.0,53
17123,2002,3,5.0,100
17127,2002,6,5.0,583
17138,1925,6,5.0,51
17186,1964,3,5.0,382
17195,1936,6,5.0,157
17382,1970,6,5.0,131
17421,1966,6,5.0,142
17454,1930,6,5.0,219
17519,1959,6,5.0,218
17520,1963,9,5.0,409
17573,1960,6,5.0,229
17592,1992,9,5.0,1096
17612,1989,3,5.0,220
17629,1900,6,5.0,166
17632,1900,9,5.0,409
17635,1900,3,5.0,98
17724,1915,6,5.0,217
17780,1987,9,5.0,451
17797,1935,6,5.0,392
17812,1935,3,5.0,98
17860,1910,9,5.0,235
17870,1970,6,5.0,210
17883,1945,12,5.0,877
17891,1920,6,5.0,117
17892,1959,6,5.0,643
17897,1960,3,5.0,105
17902,1970,18,5.0,1328
17925,1925,6,5.0,138
17929,1941,6,5.0,386
17969,1993,15,5.0,3792
18046,1930,6,5.0,131
18063,1964,6,5.0,207
18074,1963,3,5.0,144
18143,1962,3,5.0,348
18167,1948,6,5.0,288
18185,1950,6,5.0,554
18222,1966,6,5.0,290
18323,1944,9,5.0,272
18547,1950,6,5.0,204
18578,1950,6,5.0,222
18584,1934,6,5.0,107
18592,1925,3,5.0,102
18793,1999,6,5.0,147
18817,1965,3,5.0,2948
18823,2014,3,5.0,165
18824,1979,9,5.0,12337
18827,1954,6,5.0,272
18829,1987,3,5.0,247
18835,1960,6,5.0,249
18882,1958,6,5.0,191
18991,1950,12,5.0,884
18993,1950,3,5.0,265
19157,1965,9,5.0,200
19202,2001,6,5.0,1808
19207,2001,12,5.0,7198
19323,1970,6,5.0,270
19327,1920,6,5.0,302
19390,1970,6,5.0,2469
19420,1920,9,5.0,2569
19550,1969,3,5.0,159
19605,1998,3,5.0,1971
19607,1950,6,5.0,2762
19618,1998,3,5.0,232
19619,2002,9,5.0,1023
19620,1999,3,5.0,383
19622,1987,3,5.0,365
19623,1987,3,5.0,259
19626,1955,6,5.0,254
19885,1960,6,5.0,200
19937,1962,9,5.0,177
19995,1996,3,5.0,9882
19996,1997,3,5.0,7164
19998,1996,3,5.0,488
19999,1997,6,5.0,8472
20002,1999,6,5.0,3987
20027,1970,9,5.0,1756
20031,1980,3,5.0,281
20034,1980,6,5.0,792
20042,2017,3,5.0,6390
20164,1956,6,5.0,237
20348,1971,18,5.0,611
20375,1993,3,5.0,1152
20413,1948,6,5.0,230
20529,1950,6,5.0,223
20532,1930,9,5.0,188
20546,1930,9,5.0,95
20592,1955,6,5.0,239
20617,1950,9,5.0,267
20621,1962,15,5.0,18775
20646,2005,6,5.0,11639
20647,1994,6,5.0,17463
20659,2002,6,5.0,811
20841,1960,9,5.0,390
20860,1988,15,5.0,522
20872,1941,3,5.0,1215
20984,1950,9,5.0,154
21025,1968,9,5.0,341
21061,1950,3,5.0,179
21073,1972,3,5.0,82
21075,1973,6,5.0,137
21199,1950,6,5.0,5370
21260,1959,6,5.0,169
21310,1975,12,5.0,718
21323,1993,3,5.0,219
21337,1967,3,5.0,875
21383,1990,3,5.0,2997
21394,1947,6,5.0,7483
21431,1962,6,5.0,150
21444,1961,6,5.0,134
21455,1964,6,5.0,218
21472,1985,21,5.0,2437
21630,2019,9,5.0,7410
21763,1960,9,5.0,256
21779,1960,12,5.0,299
21817,1977,9,5.0,625
21868,1955,9,5.0,584
21869,1961,12,5.0,1059
21909,1963,9,5.0,205
21913,1970,12,5.0,643
21914,1975,3,5.0,253
22039,2008,3,5.0,291
22079,2009,9,5.0,29905
22086,1971,9,5.0,1888
22088,1991,6,5.0,4808
22105,1972,3,5.0,419
22109,1973,3,5.0,216
22110,1970,6,5.0,352
22111,1974,6,5.0,313
22132,1958,6,5.0,199
22133,2004,3,5.0,397
22263,1950,3,5.0,85
22281,1990,12,5.0,707
22348,1977,15,5.0,2950
22353,1968,12,5.0,251
22420,1960,9,5.0,178
22480,1970,3,5.0,197
22567,1972,3,5.0,175
22570,1974,15,5.0,917
22729,1983,6,5.0,2017
22736,2010,6,5.0,609
22834,1950,12,5.0,344
23240,1960,9,5.0,306
23421,1963,6,5.0,5258
23498,2003,6,5.0,169
23515,1979,3,5.0,698
23609,1888,3,5.0,520
23687,1964,6,5.0,145
23973,1964,6,5.0,198
24054,1994,15,5.0,1028
24236,1958,6,5.0,319
24279,1958,6,5.0,265
24292,1956,6,5.0,207
24309,1966,9,5.0,468
24310,1956,9,5.0,321
24311,1957,6,5.0,731
24313,1988,3,5.0,160
24315,1997,3,5.0,5079
24327,1920,6,5.0,863
24329,1920,6,5.0,842
24397,2002,3,5.0,2178
24398,2001,3,5.0,2720
24400,1998,6,5.0,71034
24474,1950,9,5.0,180
24589,1970,9,5.0,176
24597,1970,3,5.0,603
24599,1970,3,5.0,748
24600,1970,3,5.0,755
24602,1988,6,5.0,1129
24606,1970,3,5.0,390
24607,1970,3,5.0,332
24609,1969,12,5.0,1581
24636,2021,6,5.0,3971
24640,2018,9,5.0,7664
24655,1976,6,5.0,536
24682,2004,12,5.0,3489
24683,1997,6,5.0,2530
24684,1930,9,5.0,2319
24687,1989,6,5.0,4408
24693,2002,9,5.0,5146
24757,1973,9,5.0,18760
24760,1969,6,5.0,378
24911,1960,6,5.0,951
24915,1968,9,5.0,137
25029,1980,9,5.0,281
25057,1915,6,5.0,724
25172,1991,6,5.0,6678
25174,1991,9,5.0,3298
25175,1970,6,5.0,2379
25176,1970,9,5.0,4776
25182,1969,3,5.0,901
25227,1971,6,5.0,416
25400,1989,9,5.0,426
25485,1901,12,5.0,1603
25486,1980,9,5.0,541
25601,1987,9,5.0,485
25814,1998,9,5.0,351
25826,1900,6,5.0,1358
25851,1998,6,5.0,5453
25852,1998,6,5.0,4102
25857,1990,6,5.0,2326
25858,1989,6,5.0,5873
25859,2012,9,5.0,9129
25860,1970,3,5.0,1738
25864,1967,9,5.0,6679
