OBJECTID,YearBuilt1,HEIGHT,UseDescription,GrossFloorArea
32,2008,9,5.0,17599
43,1972,3,5.0,42
126,1969,3,5.0,138
149,1963,6,5.0,34250
233,1977,9,5.0,566
386,1990,9,5.0,417
387,1992,6,5.0,461
541,1973,6,5.0,6398
589,1987,6,5.0,239
597,1963,6,5.0,178
753,1991,3,5.0,77
850,1981,6,5.0,5673
857,1963,3,5.0,144
1018,1993,6,5.0,561
1301,1457,9,5.0,1385
1302,2007,6,5.0,403
1990,1980,6,5.0,277
2490,2015,6,5.0,7357
2546,1979,3,5.0,161
2686,1995,3,5.0,194
2695,2002,3,5.0,426
2806,2011,12,5.0,728
2952,2005,6,5.0,345
2953,2005,9,5.0,417
2969,1994,12,5.0,375
3153,1961,6,5.0,298
3303,1959,6,5.0,217
3320,1965,6,5.0,700
3618,1960,9,5.0,185
3651,1955,3,5.0,93
3663,1970,9,5.0,391
3871,1998,6,5.0,230
3880,1968,3,5.0,1042
4004,1965,3,5.0,115
4010,1968,3,5.0,118
4018,1977,15,5.0,1403
4063,1968,6,5.0,267
4104,1958,6,5.0,205
4106,1958,9,5.0,271
4312,1992,6,5.0,2823
4556,1958,9,5.0,126
4560,1940,9,5.0,128
4605,1960,6,5.0,55
4612,1960,6,5.0,122
4765,1940,6,5.0,297
4769,1960,6,5.0,346
4774,1993,6,5.0,5918
4816,1991,9,5.0,270
4871,1955,3,5.0,912
4874,1990,12,5.0,777
4941,1965,6,5.0,3489
4944,1996,3,5.0,1445
4951,1962,6,5.0,244
5029,1952,3,5.0,72
5259,1930,3,5.0,200
5266,1963,3,5.0,147
5267,1975,3,5.0,137
5286,1990,6,5.0,403
5297,1920,6,5.0,169
5325,1958,9,5.0,183
5423,1965,6,5.0,589
5447,1960,9,5.0,370
5516,1965,15,5.0,1750
5536,1961,9,5.0,452
5564,1994,3,5.0,105
5666,1995,3,5.0,146
5689,1970,3,5.0,133
5756,1950,6,5.0,251
5914,1992,12,5.0,527
5982,1950,6,5.0,230
6004,1925,3,5.0,137
6006,1925,15,5.0,965
6023,1920,3,5.0,142
6024,1924,3,5.0,149
6029,1990,6,5.0,429
6079,1926,9,5.0,422
6090,1920,9,5.0,155
6298,1970,3,5.0,706
6467,1966,6,5.0,291
6514,1973,9,5.0,142
6689,1933,3,5.0,216
6711,1982,3,5.0,164
6817,1922,3,5.0,159
6969,2002,12,5.0,699
7015,1990,9,5.0,240
7050,1920,6,5.0,120
7079,1960,9,5.0,355
7095,1960,3,5.0,176
7206,1968,6,5.0,189
7273,1970,9,5.0,174
7282,1958,12,5.0,471
7286,1950,6,5.0,167
7291,1968,6,5.0,238
7294,1970,9,5.0,879
7319,1948,6,5.0,58
7398,1930,9,5.0,1193
7476,1959,6,5.0,1314
7522,1968,3,5.0,181
7620,1982,9,5.0,255
7724,1914,6,5.0,568
7773,2011,3,5.0,98
7926,1965,6,5.0,231
7940,1940,3,5.0,89
7944,1930,3,5.0,80
8012,1970,3,5.0,124
8072,1992,6,5.0,3551
8093,1990,9,5.0,2020
8239,1930,3,5.0,105
8251,1961,9,5.0,628
8255,1978,6,5.0,1033
8388,1940,3,5.0,93
8482,1950,6,5.0,91
8515,1950,6,5.0,106
8522,1920,9,5.0,468
8549,1958,3,5.0,254
8636,1960,6,5.0,164
8658,2008,3,5.0,63
8664,1970,9,5.0,165
8665,1963,3,5.0,77
8667,1970,6,5.0,196
8671,1968,12,5.0,782
8675,1933,9,5.0,946
8708,1951,3,5.0,150
8737,1949,6,5.0,155
8820,1953,15,5.0,22880
8870,1930,6,5.0,172
8891,1960,6,5.0,188
8932,1940,3,5.0,109
9185,2020,9,5.0,2139
9187,2016,3,5.0,2314
9188,2020,6,5.0,1675
9214,1950,9,5.0,262
9230,1960,6,5.0,2108
9235,1940,3,5.0,710
9266,1941,9,5.0,311
9296,1960,15,5.0,755
9312,1951,6,5.0,140
9325,1957,6,5.0,77
9339,1974,6,5.0,120
9341,1969,9,5.0,350
9342,1942,12,5.0,881
9361,1976,12,5.0,1010
9372,1951,6,5.0,200
9377,1961,6,5.0,103
9417,1960,6,5.0,263
9421,1984,6,5.0,211
9474,1914,9,5.0,368
9496,1919,12,5.0,304
9525,1963,12,5.0,305
9544,1932,9,5.0,291
9574,1970,9,5.0,3220
