OBJECTID,HEIGHT_norm
32,9
43,3
126,3
149,6
233,9
386,9
387,6
541,6
589,6
597,6
753,3
850,6
857,3
1018,6
1301,9
1302,6
1990,6
2490,6
2546,3
2686,3
2695,3
2806,12
2952,6
2953,9
2969,12
3153,6
3303,6
3320,6
3618,9
3651,3
3663,9
3871,6
3880,3
4004,3
4010,3
4018,15
4063,6
4104,6
4106,9
4312,6
4556,9
4560,9
4605,6
4612,6
4765,6
4769,6
4774,6
4816,9
4871,3
4874,12
4941,6
4944,3
4951,6
5029,3
5259,3
5266,3
5267,3
5286,6
5297,6
5325,9
5423,6
5447,9
5516,15
5536,9
5564,3
5666,3
5689,3
5756,6
5914,12
5982,6
6004,3
6006,15
6023,3
6024,3
6029,6
6079,9
6090,9
6298,3
6467,6
6514,9
6689,3
6711,3
6817,3
6969,12
7015,9
7050,6
7079,9
7095,3
7206,6
7273,9
7282,12
7286,6
7291,6
7294,9
7319,6
7398,9
7476,6
7522,3
7620,9
7724,6
7773,3
7926,6
7940,3
7944,3
8012,3
8072,6
8093,9
8239,3
8251,9
8255,6
8388,3
8482,6
8515,6
8522,9
8549,3
8636,6
8658,3
8664,9
8665,3
8667,6
8671,12
8675,9
8708,3
8737,6
8820,15
8870,6
8891,6
8932,3
9185,9
9187,3
9188,6
9214,9
9230,6
9235,3
9266,9
9296,15
9312,6
9325,6
9339,6
9341,9
9342,12
9361,12
9372,6
9377,6
9417,6
9421,6
9474,9
9496,12
9525,12
9544,9
9574,9
9580,9
9584,6
9605,3
9629,3
9824,9
9825,6
10045,24
10057,3
10098,6
10106,6
10136,12
10138,3
10169,6
10172,9
10195,6
10367,6
10397,3
10524,3
10587,15
10589,6
10591,12
10613,18
10636,18
10656,6
10660,9
10666,12
10668,12
10669,9
10675,15
10682,15
10685,9
10686,9
10696,18
10709,6
10852,6
10970,6
11036,9
11131,18
11140,12
11157,3
11225,9
11232,9
11256,18
11261,9
11262,9
11265,9
11266,9
11269,9
11280,9
11282,6
11293,24
11298,18
11300,6
11322,12
11323,9
11332,9
11337,6
11339,9
11344,9
11345,12
11351,9
11352,12
11359,9
11366,6
11525,6
11718,3
11733,6
11776,6
11916,12
11925,12
11990,15
11997,9
11998,9
12002,12
12003,9
12004,9
12006,12
12010,15
12018,15
12023,9
12027,9
12041,9
12044,12
12051,12
12067,9
12115,9
12190,6
12234,6
12319,3
12534,3
12535,6
12645,9
12646,6
12648,3
12786,9
12797,12
12801,6
12813,12
12822,12
12823,15
12830,9
12840,12
12841,6
12842,6
12846,12
12849,12
12874,12
12875,12
12890,6
12902,15
12905,6
12906,9
12909,3
12910,15
12922,6
12933,9
12934,6
12938,6
12958,6
13033,9
13044,9
13060,6
13072,9
