OBJECTID,HEIGHT_norm
16,6
17,15
28,6
34,39
36,9
39,3
55,9
57,12
85,3
324,3
327,6
406,3
458,3
479,3
508,3
622,12
837,3
952,9
1030,15
1031,6
1032,6
1033,6
1034,9
1135,6
1142,3
1228,3
1406,3
1524,6
1695,6
1696,3
1827,12
1840,6
1913,3
1942,3
2039,3
2042,3
2428,3
2463,3
2685,3
2708,3
2771,9
2849,3
2939,3
2998,9
3018,3
3019,15
3172,6
3196,3
3200,15
3467,9
3566,9
3758,6
3887,12
3910,9
3911,3
3912,3
4141,3
4149,9
4150,12
4263,12
4336,6
4364,6
4393,9
4775,9
4940,6
4957,3
4973,9
4974,12
5198,9
5494,6
5515,6
5863,3
6194,6
6405,6
6434,9
6576,3
6792,12
6800,15
6951,9
6973,3
7034,12
7035,12
7390,12
7604,24
7771,9
7808,6
7901,15
7902,3
7903,12
8368,15
8500,9
8505,18
8506,3
8573,9
8659,6
8813,27
8851,9
9123,3
9184,9
9660,3
9676,12
9853,12
10043,18
10179,12
10199,18
10200,18
10245,21
10426,9
10612,18
10629,18
10632,18
10794,9
10803,6
10804,12
10927,18
11014,3
11015,6
11018,12
11080,9
11153,6
11190,9
11223,15
11229,12
11237,3
11238,3
11250,12
11309,9
11318,6
11326,15
11353,6
11531,6
11596,6
11781,6
11895,9
11912,9
11915,15
11917,15
11959,6
12013,3
12085,15
12136,3
12219,12
12226,3
12359,6
12369,6
12371,3
12372,6
12410,6
12411,12
12536,6
12750,6
12751,12
12775,9
12809,12
12818,12
12820,12
12825,12
12831,12
12832,9
12833,12
12872,9
12876,15
12903,9
12919,9
12920,15
12923,12
13018,6
13090,9
13201,12
13238,9
13239,9
13272,24
13280,9
13345,12
13371,9
13493,12
13515,9
13533,12
13623,3
13710,12
13808,6
13812,9
13843,3
14097,6
14109,9
14443,18
14473,6
14474,3
14477,6
14631,12
14714,9
14723,9
14724,9
14737,9
14796,15
14811,9
14812,9
14813,9
14815,9
14817,6
14830,6
14849,9
14865,9
14870,9
14871,6
14881,18
14965,9
15052,6
15342,9
15357,9
15446,9
15468,15
15474,12
15489,57
15505,9
15514,12
15515,57
15516,15
15542,18
15754,9
15757,6
15758,3
15796,12
15797,6
16081,3
16084,12
16092,9
16094,3
16098,6
16133,12
16134,9
16146,12
16147,9
16241,15
16433,3
16462,6
16477,3
16601,3
16611,12
16612,15
16638,6
16898,6
16899,3
16901,9
16903,6
16904,3
16905,9
16907,9
16908,6
16909,12
16910,6
16912,6
17044,12
17124,3
17129,6
17255,6
17432,12
17480,6
17481,6
17799,6
17800,15
17850,12
17851,9
17853,18
17937,6
18724,15
18725,21
18726,12
18805,12
18955,15
19195,3
19196,6
19324,15
19366,9
19367,15
19376,18
19574,9
19612,3
19719,12
20003,9
20169,9
20203,6
20209,6
20224,3
20227,6
20228,15
20341,15
20361,9
20362,12
20363,3
20365,6
20366,6
20367,6
20489,18
20497,9
20620,9
20638,6
20699,21
20807,9
20894,9
20895,12
21115,3
21134,3
21135,6
21136,9
21138,9
21293,9
21294,6
21295,12
21296,9
21338,9
21418,3
21475,12
21605,3
21627,12
21801,3
21885,6
22036,3
22037,3
22042,3
22090,3
22117,6
22118,6
22323,3
22477,6
22478,12
22532,6
22547,9
22552,3
22592,3
22593,12
22594,12
22596,15
22600,3
22668,12
23431,12
23520,6
23524,9
23563,3
23568,6
23586,3
23897,3
23907,6
24048,12
24052,9
24079,12
24081,6
24141,3
24145,3
24190,3
24191,6
24193,3
24205,6
24283,12
24518,12
24819,6
25010,12
25056,6
25074,3
25081,9
25083,6
25160,3
25180,9
25256,6
25481,6
25488,3
25600,3
25640,9
25641,9
25642,3
25644,9
25652,3
