OBJECTID,YearBuilt1,HEIGHT,UseDescription,GrossFloorArea,orientation,street_width,second_type
4088,2003,3,10,50.05,180.0,13.1,73
4090,2021,3,10,104.85,170.0,18.99,73
4093,2000,3,10,113.56,165.0,21.36,73
4097,2001,3,10,96.87,145.0,35.5,73
4102,2003,3,10,112.75,105.0,27.44,73
4104,2006,3,10,108.9,100.0,19.54,73
4108,2004,3,10,129.83,160.0,10.52,73
4114,2000,3,10,,145.0,8.44,73
4117,1996,3,10,98.29,140.0,8.03,73
4119,2008,3,10,73.23,105.0,11.33,73
4123,2005,3,10,81.18,270.0,19.88,73
4125,2012,3,10,40.09,270.0,19.62,73
4131,2006,3,10,141.75,325.0,8.54,73
4134,1996,3,10,101.37,330.0,8.16,73
4139,2013,3,10,79.99,35.0,8.67,73
4141,2003,3,10,175.47,135.0,8.95,73
4144,1979,3,10,,225.0,39.93,73
4147,1979,3,10,69.68,135.0,8.8,73
4152,2007,3,10,,55.0,8.9,73
4155,2008,3,10,65.7,50.0,8.28,73
4160,2008,3,10,21.99,35.0,8.45,73
4162,1979,3,10,,25.0,10.05,73
4170,2004,3,10,88.59,90.0,8.88,73
4172,2003,3,10,93.31,35.0,9.19,73
4174,2009,3,10,,45.0,9.14,73
4181,2003,3,10,,175.0,8.38,73
4183,2009,3,10,,185.0,8.07,73
4189,2010,3,10,142.46,210.0,7.86,73
4193,2007,3,10,98.11,235.0,7.89,73
4209,2006,3,10,9.03,90.0,8.91,73
4214,2008,3,10,94.06,0.0,19.53,73
4216,2008,3,10,85.42,325.0,10.89,73
4219,2006,3,10,74.26,85.0,8.33,73
4222,2014,3,10,,75.0,8.3,73
4224,2008,3,10,90.54,40.0,8.25,73
4229,2008,3,10,,25.0,8.19,73
4233,2018,3,10,111.06,190.0,9.1,73
4237,2006,3,10,108.78,185.0,8.46,73
4244,1979,3,10,88.77,235.0,8.69,73
4252,2008,3,10,,265.0,8.91,73
4255,1999,3,10,91.34,70.0,9.23,73
4259,1995,3,10,,95.0,8.26,73
4351,1980,3,10,92.29,130.0,0.0,73
4362,2009,3,10,92.09,320.0,13.42,73
4364,2001,3,10,,325.0,8.36,73
4371,1999,3,10,65.84,330.0,8.14,73
4376,2000,3,10,,85.0,8.13,73
4379,2016,3,10,,85.0,8.18,73
4394,1996,3,10,5.3,40.0,8.38,73
4396,2004,3,10,161.98,30.0,8.38,73
4400,1992,3,10,118.52,20.0,8.4,73
4414,1996,3,10,87.64,0.0,8.13,73
4423,1980,3,10,,190.0,8.49,73
4427,2019,3,10,48.54,190.0,8.11,73
4446,2009,3,10,,105.0,30.9,73
4451,2019,3,10,63.99,120.0,8.17,73
4458,2000,3,10,109.22,330.0,24.34,73
4464,2002,3,10,236.48,205.0,8.23,73
4466,1999,3,10,53.03,45.0,11.88,73
4468,1997,3,10,58.4,55.0,16.4,73
4470,2006,3,10,119.1,65.0,9.3,73
4472,1996,3,10,101.86,70.0,8.31,73
4474,2000,3,10,,50.0,8.36,73
4481,2008,3,10,85.24,170.0,8.55,73
4491,1978,3,10,65.64,225.0,8.43,73
4496,2004,3,10,98.87,250.0,8.26,73
4499,1998,3,10,93.44,240.0,8.16,73
4504,1998,3,10,24.46,200.0,10.72,73
4514,2006,3,10,658.86,15.0,17.39,67
4586,1999,3,10,,215.0,34.28,73
4590,2000,3,10,,115.0,8.17,73
4597,1990,3,10,70.19,110.0,0.0,73
4610,2002,3,10,,125.0,0.0,73
4612,2004,3,10,,125.0,0.0,73
4620,2011,3,10,87.41,150.0,8.16,73
4621,1980,3,10,10.24,150.0,8.3,67
4634,2000,3,10,69.76,285.0,8.37,73
4636,1994,3,10,79.93,285.0,7.97,73
4641,1997,3,10,89.74,340.0,8.22,73
4644,2010,3,10,118.33,275.0,8.55,73
4649,2007,3,10,124.79,10.0,16.64,73
4662,2007,3,10,80.13,220.0,27.87,73
4665,1982,3,10,117.25,290.0,18.92,73
4673,2021,3,10,,140.0,8.63,73
4681,2004,3,10,105.2,165.0,12.59,73
4689,2000,3,10,,335.0,8.47,73
4694,2009,3,10,,345.0,8.02,73
4700,2004,3,10,48.74,310.0,8.3,73
4707,1986,3,10,84.14,300.0,136.02,73
4713,2000,3,10,83.94,55.0,12.42,73
4719,2004,3,10,136.41,235.0,8.33,73
4724,2003,3,10,141.75,330.0,23.43,73
4729,2019,3,10,24.39,35.0,8.35,73
4740,1980,3,10,,10.0,8.52,73
4749,2004,3,10,99.78,95.0,11.68,73
4752,1960,3,10,100.13,140.0,29.81,73
4763,2003,3,10,67.41,220.0,8.48,73
4771,2019,3,10,59.27,150.0,8.74,73
4781,2006,3,10,94.71,305.0,8.2,73
4787,2004,3,10,72.09,165.0,10.96,73
4790,1980,3,10,102.1,5.0,0.0,73
4795,1999,3,10,331.39,290.0,24.7,67
5113,1987,3,10,1821.01,65.0,12.54,67
5149,1984,3,10,198.14,10.0,44.15,68
5154,1930,3,10,3642.4,240.0,90.28,69
5558,2002,3,10,154.72,330.0,23.38,73
5584,1989,3,10,112.66,205.0,5.73,73
5588,1970,3,10,48.78,35.0,3.03,73
5592,1960,3,10,,95.0,12.13,73
5727,2009,3,10,79.4,195.0,12.11,73
6052,1955,3,10,,250.0,18.89,73
6072,1971,3,10,74.0,240.0,4.7,73
6084,2019,3,10,54.6,340.0,40.69,73
6088,2004,3,10,52.15,50.0,3.87,73
6090,1992,3,10,112.05,215.0,9.67,73
6114,2008,3,10,86.85,5.0,8.24,73
6121,2015,3,10,149.22,5.0,8.04,73
6124,2012,3,10,149.28,315.0,8.02,73
6159,1984,3,10,132.54,100.0,19.72,69
6161,1970,3,10,164.29,215.0,51.51,67
6484,1960,3,10,,280.0,23.42,69
6648,1983,3,10,1698.59,245.0,13.63,69
6664,1980,3,10,238.63,190.0,7.17,73
6681,2005,3,10,80.7,345.0,5.25,73
6687,2009,3,10,83.28,40.0,4.8,73
6690,2000,3,10,,10.0,6.2,73
6696,1950,3,10,,160.0,11.8,73
6700,1960,3,10,,240.0,35.25,73
6704,2022,3,10,73.37,10.0,3.99,73
6708,2021,3,10,87.96,10.0,24.98,73
6716,2009,3,10,,150.0,6.79,73
7296,2024,3,10,38.22,5.0,8.13,73
7299,2011,3,10,28.79,160.0,7.77,73
7309,1950,3,10,49.39,10.0,7.97,73
7566,1987,3,10,382.63,255.0,12.2,67
7591,1978,3,10,427.74,255.0,14.94,69
7935,1969,3,10,83.38,165.0,3.66,73
7941,1972,3,10,57.47,155.0,4.81,73
7945,1983,3,10,134.23,155.0,4.9,73
7948,1989,3,10,162.38,155.0,4.52,67
7952,2008,3,10,80.49,245.0,55.68,73
7961,2019,3,10,56.68,165.0,8.3,73
7964,1968,3,10,289.71,165.0,20.26,73
7981,2019,3,10,,210.0,inf,73
7985,1979,3,10,,234.99999999999991,inf,73
7990,2010,3,10,24.02,270.0,21.4,73
7996,1990,3,10,319.84,240.0,11.05,73
8000,1994,3,10,,335.0,3.93,73
8005,1978,3,10,52.4,155.0,12.29,73
8009,1979,3,10,190.66,340.0,11.86,73
8497,2020,3,10,76.86,90.0,9.97,73
8869,2000,3,10,76.17,290.0,0.0,73
8872,1982,3,10,,315.0,6.18,73
8875,2015,3,10,63.76,80.0,7.24,73
8878,2007,3,10,53.87,120.0,6.17,73
8880,1979,3,10,128.08,325.0,7.37,73
8900,2021,3,10,64.21,65.0,15.89,73
8904,2020,3,10,65.06,240.0,21.76,73
8910,2013,3,10,107.22,335.0,7.76,73
9180,1999,3,10,93.84,75.0,80.06,73
9196,2021,3,10,,165.0,15.49,73
9567,2010,3,10,76.85,40.0,13.65,73
9587,2000,3,10,,0.0,9.98,73
9660,2018,3,10,59.93,90.0,9.67,73
9892,1981,3,10,265.5,120.0,26.29,67
9992,2007,3,10,37.76,15.0,4.68,73
9998,1980,3,10,94.83,30.0,6.52,73
10005,1980,3,10,103.42,10.0,5.55,73
10209,1969,3,10,1107.23,80.0,17.78,67
10272,2019,3,10,,345.0,9.68,73
10428,2013,3,10,27.05,165.0,9.67,73
10470,1982,3,10,209.08,315.0,33.95,67
10497,1986,3,10,77.94,260.0,13.65,73
10500,2020,3,10,69.62,260.0,13.61,73
11214,2021,3,10,77.23,275.0,8.88,73
11227,2019,3,10,93.52,275.0,9.11,73
11400,2007,3,10,58.08,180.0,9.82,73
11403,2020,3,10,78.27,275.0,8.39,73
11642,1993,3,10,86.51,0.0,94.66,73
11836,2019,3,10,96.75,170.0,10.11,73
11881,2019,3,10,90.61,80.0,9.67,73
11943,2017,3,10,61.21,5.0,9.87,73
11954,2017,3,10,91.9,5.0,9.84,73
12293,2020,3,10,80.29,240.0,16.44,73
12315,2001,3,10,160.51,120.0,54.59,73
12526,2022,3,10,34.77,165.0,13.89,73
12544,2017,3,10,,165.0,9.89,73
12642,2007,3,10,885.77,345.0,30.62,69
12652,2021,3,10,70.91,5.0,9.95,73
12741,2000,3,10,71.6,95.0,8.88,73
12878,2005,3,10,81.93,180.0,17.88,69
12883,2019,3,10,74.25,5.0,12.18,73
12886,2019,3,10,51.93,5.0,12.2,73
13071,1984,3,10,228.01,90.0,9.91,73
13230,2006,3,10,82.08,260.0,11.92,73
13246,2019,3,10,93.41,80.0,12.14,73
13508,1980,3,10,38.85,25.0,3.57,73
13516,2002,3,10,43.06,50.0,8.24,73
13547,1963,3,10,,310.0,11.99,73
13567,2004,3,10,,320.0,8.06,73
13580,1998,3,10,164.09,155.0,17.89,73
13752,2020,3,10,49.49,275.0,8.88,73
13776,2020,3,10,138.3,0.0,7.86,73
13809,2017,3,10,68.3,270.0,9.18,73
13836,2012,3,10,63.27,5.0,7.85,73
13849,2018,3,10,69.27,95.0,31.55,73
13968,2022,3,10,,5.0,7.98,73
13976,2018,3,10,74.02,190.0,10.64,73
14027,1961,3,10,174.53,10.0,10.14,73
14050,2020,3,10,65.51,95.0,8.8,73
14112,2011,3,10,112.11,0.0,7.93,73
14180,1995,6,10,110.28,275.0,8.72,73
14240,2019,3,10,70.38,275.0,9.23,73
14281,2018,3,10,70.52,0.0,7.72,73
14295,2016,3,10,67.0,160.0,9.81,73
14459,2019,3,10,52.0,250.0,5.63,73
14477,2012,3,10,778.04,340.0,51.15,67
14890,2009,3,10,77.16,225.0,11.64,73
14965,1994,3,10,137.18,335.0,3.06,73
14971,1960,3,10,62.66,285.0,4.24,73
14974,1970,3,10,58.96,295.0,5.29,73
14978,1983,3,10,64.42,275.0,9.85,73
14981,1979,3,10,52.25,50.0,14.46,73
14985,1985,3,10,54.86,165.0,3.94,73
14999,2008,3,10,,25.0,14.98,73
15002,1980,3,10,161.69,50.0,12.11,73
15215,2016,9,10,79.21,340.0,10.12,67
15505,2021,3,10,159.14,80.0,10.29,73
15885,2015,3,10,121.04,90.0,7.85,73
15947,2006,3,10,418.54,345.0,7.96,73
16098,2014,3,10,172.22,85.0,8.03,73
16138,2017,3,10,113.69,85.0,7.76,73
16168,1921,6,10,1061.92,355.0,60.98,68
16184,1994,3,10,2699.17,85.0,12.11,67
16187,2000,6,10,771.18,85.0,18.44,67
16209,2017,3,10,91.44,60.0,20.66,73
16248,2018,3,10,121.9,350.0,9.91,73
16269,2018,3,10,74.13,170.0,10.28,73
16290,1999,3,10,155.07,170.0,10.55,73
16304,2017,3,10,52.95,350.0,10.08,73
16481,1975,3,10,1968.71,355.0,20.21,67
16483,1977,3,10,2070.78,175.0,30.63,67
16487,2004,9,10,2867.52,175.0,20.21,67
16538,2020,3,10,111.48,300.0,115.81,73
16543,2001,3,10,89.39,300.0,105.1,73
16556,2018,3,10,105.6,85.0,11.74,73
16567,2009,6,10,706.32,285.0,51.6,69
16569,2004,3,10,187.76,140.0,6.39,73
16573,1980,3,10,250.23,225.0,9.91,73
16672,2018,3,10,101.41,65.0,7.78,73
16698,2002,3,10,204.26,355.0,13.43,73
16779,2002,3,10,4169.66,155.0,106.76,69
16885,2018,3,10,206.34,180.0,11.5,73
16975,2002,3,10,176.24,190.0,1.8,73
17115,2017,3,10,120.12,165.0,8.19,73
17146,2009,3,10,74.88,85.0,6.76,73
17261,1955,3,10,85.33,345.0,11.98,73
17284,2021,3,10,128.39,255.0,19.9,73
17386,2024,3,10,1038.45,165.0,9.97,73
17503,1965,3,10,75.49,0.0,11.6,73
17572,2022,3,10,60.22,85.0,9.91,73
17628,2016,3,10,97.7,255.0,11.99,73
17730,1954,3,10,61.18,70.0,7.86,73
17779,2019,3,10,131.81,345.0,5.28,73
17799,1950,3,10,149.82,165.0,5.49,67
17808,2004,9,10,1813.02,75.0,6.28,67
17811,2019,3,10,76.18,345.0,5.34,73
17814,2020,3,10,76.97,345.0,5.36,73
17821,2011,3,10,190.11,345.0,38.49,73
17825,2018,3,10,71.29,345.0,5.97,73
17838,2015,3,10,75.17,80.0,6.76,73
17849,2019,3,10,171.29,75.0,5.6,73
17863,2001,3,10,73.47,75.0,6.83,73
18059,2006,3,10,127.47,255.0,11.87,73
18088,2019,3,10,223.06,120.0,5.53,73
18190,2008,3,10,58.62,175.0,6.97,73
18196,1994,3,10,28.21,75.0,0.0,73
18207,2020,3,10,85.14,345.0,5.82,73
18297,2018,3,10,69.33,160.0,5.86,73
18303,2021,3,10,70.59,160.0,5.83,73
18318,2018,3,10,86.15,160.0,5.83,73
18321,2018,3,10,83.31,160.0,5.82,73
18324,2018,3,10,83.81,160.0,5.82,73
18327,1999,3,10,1747.95,80.0,12.17,67
18351,2009,3,10,75.62,90.0,10.04,73
18380,2019,3,10,55.69,285.0,9.63,73
18409,2021,3,10,271.61,350.0,10.19,73
18422,1892,3,10,148.78,185.0,11.88,73
18534,2021,3,10,84.33,260.0,9.89,73
18538,1996,3,10,95.92,260.0,9.88,73
18557,1950,3,10,4216.22,85.0,21.91,67
18562,2018,3,10,59.15,90.0,12.24,73
18569,1998,3,10,106.2,180.0,10.95,73
18584,2021,3,10,72.02,85.0,11.25,73
18632,2022,3,10,1287.06,35.0,37.18,69
19033,1880,3,10,69.78,245.0,7.8,73
19071,2019,3,10,100.64,65.0,7.49,73
19156,2018,3,10,136.82,345.0,5.67,73
19189,1953,3,10,1150.2,250.0,7.96,67
19242,1991,3,10,220.51,0.0,10.76,73
19297,1947,3,10,30.24,305.0,5.1,69
19302,2018,3,10,107.66,45.0,9.8,73
19453,2020,3,10,91.13,120.0,10.01,73
19502,1900,3,10,222.67,255.0,5.15,67
19510,2021,3,10,99.85,350.0,6.88,73
19542,2018,3,10,88.08,170.0,6.87,73
19545,2019,3,10,105.94,170.0,6.87,73
19548,2019,3,10,79.16,170.0,6.88,73
19551,2018,3,10,76.0,170.0,6.88,73
19554,2019,3,10,74.67,170.0,6.88,73
19559,2018,3,10,89.7,170.0,6.89,73
19562,2018,3,10,95.51,170.0,6.91,73
19678,2018,3,10,40.57,170.0,11.86,73
19705,2020,6,10,103.18,355.0,11.59,73
19749,2020,3,10,144.83,350.0,9.93,73
19854,2004,3,10,234.09,75.0,7.76,73
19857,2019,3,10,118.97,75.0,7.74,73
19927,2009,3,10,109.67,245.0,7.25,73
19932,2021,3,10,99.99,245.0,7.09,73
19940,2019,3,10,79.61,80.0,0.0,73
19944,2022,3,10,73.55,345.0,8.26,73
19987,2020,6,10,,5.0,51.77,69
20035,2011,3,10,70.34,250.0,7.96,73
20074,2022,3,10,215.56,265.0,6.84,73
20153,2016,3,10,260.45,65.0,5.35,73
20285,2019,3,10,78.2,295.0,4.87,73
20328,2012,3,10,113.2,285.0,42.33,73
20411,2007,3,10,98.63,340.0,7.8,73
20417,2020,3,10,76.0,340.0,7.81,73
20529,2018,3,10,213.41,90.0,26.35,73
20571,2022,3,10,102.78,265.0,15.16,73
20693,2013,3,10,153.05,175.0,11.94,73
20711,2018,3,10,164.45,355.0,19.68,73
20715,2022,3,10,85.15,85.0,12.12,73
20718,2019,3,10,85.23,85.0,12.15,73
20731,2014,3,10,91.74,265.0,12.04,73
20773,2000,3,10,79.9,130.0,24.56,73
20778,2009,3,10,76.25,270.0,13.89,73
20814,1993,6,10,273.45,170.0,11.87,69
20821,1994,3,10,1535.9,75.0,10.53,69
20826,1981,6,10,420.82,170.0,9.91,69
20884,2007,3,10,63.44,345.0,6.91,73
20887,2007,3,10,59.39,345.0,6.88,73
21043,2011,3,10,36.73,165.0,4.93,73
21197,2020,3,10,74.63,70.0,6.11,73
21206,2021,3,10,59.36,155.0,4.48,73
21218,2023,3,10,56.3,155.0,4.35,73
21306,2016,3,10,87.64,325.0,10.41,73
21422,2017,3,10,88.73,155.0,5.04,73
21473,1950,3,10,451.13,285.0,9.52,67
21478,1988,3,10,72.94,70.0,10.32,73
21614,2011,3,10,77.11,355.0,11.63,73
21688,1984,3,10,109.96,355.0,11.17,73
21691,1984,3,10,97.95,355.0,11.17,73
21750,2009,3,10,3555.26,40.0,34.57,68
21770,2000,3,10,139.29,0.0,12.29,73
21789,1996,6,10,1082.76,85.0,105.69,68
21790,1992,3,10,830.25,315.0,93.27,69
21796,1992,3,10,1124.96,45.0,101.29,69
21862,2009,3,10,71.45,350.0,9.93,73
21964,2002,3,10,298.45,335.0,5.78,73
21974,2013,3,10,151.9,80.0,6.57,73
21979,2019,3,10,83.47,80.0,6.58,73
21989,2010,3,10,865.71,155.0,6.01,68
22012,2017,3,10,75.97,335.0,6.03,73
22029,2016,3,10,81.64,335.0,5.92,73
22065,2007,3,10,38.9,80.0,95.0,73
22119,2020,3,10,88.45,350.0,5.32,73
22141,2012,3,10,25.9,155.0,5.87,67
22259,2007,3,10,98.46,20.0,7.04,73
22331,2012,3,10,2425.85,230.0,6.23,68
22487,2005,3,10,49.72,155.0,5.26,73
22545,2019,3,10,191.39,165.0,10.54,73
22595,2011,3,10,61.13,250.0,5.73,73
22624,2010,3,10,613.49,340.0,8.3,73
22905,1990,3,10,239.18,40.0,27.12,73
23015,2009,3,10,1958.44,260.0,109.13,68
23017,2004,3,10,109.92,120.0,7.31,73
23020,2002,3,10,178.55,145.0,10.08,73
23022,2016,3,10,32.04,330.0,23.54,73
23026,1970,3,10,30.06,50.0,5.16,73
23033,2010,3,10,259.09,200.0,3.64,73
23040,2007,3,10,157.16,20.0,4.36,73
23043,1979,3,10,,25.0,3.39,73
23046,1998,3,10,193.98,15.0,1.19,73
23081,2015,3,10,54.18,15.0,6.51,73
23171,2022,3,10,65.88,260.0,6.91,73
23376,2017,3,10,74.19,260.0,10.06,73
23492,2020,3,10,92.99,80.0,13.78,73
23609,2003,3,10,,355.0,9.68,73
23616,2021,3,10,131.73,355.0,9.94,73
23622,2000,3,10,,0.0,9.97,73
23626,2000,3,10,,55.0,10.6,73
23630,1994,3,10,139.7,60.0,9.46,73
23641,2020,3,10,77.78,190.0,10.62,73
23648,1958,3,10,173.56,55.0,40.9,73
23660,1968,3,10,464.54,205.0,0.0,67
23671,1985,3,10,4614.43,80.0,14.17,67
23674,1984,3,10,,100.0,6.73,73
23678,1980,3,10,63.44,55.0,9.55,73
23682,1989,3,10,,200.0,7.39,73
23686,1984,3,10,,95.0,7.05,73
23689,2008,3,10,60.36,15.0,7.37,73
23692,2008,3,10,85.35,25.0,19.76,73
23696,1999,3,10,104.88,10.0,6.46,73
23699,1975,3,10,38.37,5.0,10.03,73
23709,1994,3,10,168.32,280.0,48.54,73
23716,1992,3,10,180.3,190.0,6.44,73
23719,1994,3,10,65.71,190.0,9.49,73
23721,1980,3,10,69.36,185.0,52.64,73
23742,1970,3,10,419.66,345.0,35.36,67
23895,2020,3,10,80.2,280.0,40.14,73
23938,2016,3,10,69.53,5.0,30.44,73
24001,2016,3,10,92.47,10.0,5.42,73
24015,2016,3,10,84.88,10.0,5.62,73
24017,2019,3,10,87.28,10.0,5.64,73
24033,2005,3,10,84.96,185.0,6.13,73
24064,2004,3,10,180.77,185.0,7.1,73
24091,2022,3,10,62.18,85.0,5.61,73
24118,2020,3,10,88.67,270.0,5.59,73
24121,2020,3,10,88.33,270.0,5.58,73
24205,1880,3,10,,105.0,7.1,68
24208,2019,3,10,111.6,105.0,7.22,73
24216,2018,3,10,369.61,100.0,7.2,73
24245,2019,3,10,74.35,260.0,7.75,73
24249,2014,3,10,83.66,100.0,6.7,73
24258,2020,3,10,75.92,260.0,6.32,73
24402,2021,3,10,58.39,350.0,7.94,73
24589,2017,3,10,114.53,260.0,13.85,73
24702,1958,3,10,134.45,100.0,16.55,67
24718,2006,3,10,20.89,270.0,11.57,67
24983,2004,3,10,80.04,100.0,24.97,73
24992,2006,3,10,,115.0,17.72,73
24998,1990,3,10,314.75,180.0,23.83,73
25025,2019,3,10,68.73,100.0,29.31,73
25057,1954,3,10,214.31,90.0,7.81,67
25334,1998,3,10,1445.71,265.0,22.44,69
25340,2006,3,10,722.89,355.0,10.38,67
25345,1970,9,10,3086.22,345.0,inf,67
25346,1975,3,10,811.79,220.0,48.43,67
25350,1977,3,10,1716.81,75.0,65.3,67
25533,1962,3,10,1135.34,90.0,46.66,69
25629,2020,3,10,65.86,75.0,9.84,73
25635,2020,3,10,64.85,75.0,9.84,73
25638,2000,3,10,,70.0,0.0,67
25645,1920,3,10,513.46,80.0,6.66,67
25648,2001,3,10,300.72,40.0,10.43,73
25743,2021,3,10,,105.0,10.19,73
25901,1996,3,10,1366.3,95.0,10.05,69
25918,2021,3,10,98.93,100.0,16.74,73
26006,2005,3,10,85.95,170.0,14.14,73
26070,2014,3,10,2151.37,80.0,0.0,69
26124,2009,3,10,,265.0,15.14,69
26143,1959,3,10,77.11,100.0,0.0,73
26148,1956,3,10,72.75,10.0,2.75,73
26153,1979,3,10,77.65,275.0,49.68,73
26156,1994,3,10,42.18,10.0,3.31,73
26160,1964,3,10,235.97,350.0,5.14,67
26163,2002,3,10,,170.0,28.28,73
26167,2006,3,10,365.15,205.0,7.45,73
26174,1961,3,10,,90.0,56.93,73
26177,2004,3,10,137.68,190.0,3.16,73
26180,2002,3,10,105.2,310.0,32.72,73
26184,1949,3,10,40.91,315.0,71.02,73
26187,1994,3,10,296.82,140.0,112.66,73
26190,2000,3,10,33.37,25.0,0.0,73
26192,2006,3,10,215.35,210.0,37.02,73
26323,2020,3,10,62.58,345.0,10.01,73
26454,2005,3,10,89.18,345.0,10.07,73
26474,2021,3,10,168.96,325.0,21.16,73
26805,2000,3,10,144.71,55.0,24.34,73
26838,1945,3,10,2522.33,135.0,27.62,68
26881,2004,3,10,119.85,10.0,29.73,73
26949,2021,3,10,50.09,275.0,10.14,73
27249,2020,3,10,63.14,350.0,11.91,73
27416,2021,3,10,79.04,80.0,10.19,73
28394,2017,3,10,80.23,80.0,12.07,73
28488,2004,3,10,58.15,350.0,12.75,73
28519,2000,3,10,55.35,350.0,12.91,73
28522,2000,3,10,55.73,350.0,13.0,73
28563,1995,3,10,13.09,265.0,10.0,73
28590,2005,6,10,,195.0,146.91,69
28732,2024,3,10,81.7,345.0,10.01,73
29018,2002,3,10,117.01,305.0,19.88,73
29811,2004,3,10,80.15,255.0,13.81,73
29983,1970,3,10,962.66,250.0,15.79,68
30106,2020,3,10,122.74,260.0,10.25,73
30183,1939,3,10,163.91,130.0,49.49,68
30185,1939,3,10,,180.0,16.16,68
30686,2000,3,10,119.18,255.0,9.65,73
30777,1973,3,10,977.36,300.0,26.37,67
31210,1968,3,10,375.57,10.0,64.08,67
31213,1976,3,10,1043.41,250.0,20.93,67
31219,2006,3,10,108.38,145.0,6.97,73
31221,2004,3,10,91.87,140.0,7.39,73
31226,2002,3,10,188.67,115.0,10.24,73
31229,1982,3,10,129.93,115.0,17.87,67
31408,1990,3,10,174.53,165.0,38.12,69
31471,1990,3,10,278.56,210.0,10.25,73
31509,1981,3,10,1071.96,40.0,35.75,67
31773,1965,3,10,,255.0,6.95,73
31776,1998,3,10,64.53,255.0,6.3,73
31815,2020,3,10,175.76,355.0,21.36,73
31825,2020,3,10,85.7,0.0,11.96,73
31829,2012,3,10,115.88,10.0,28.4,73
31832,2006,3,10,103.63,295.0,9.67,73
31851,1975,3,10,,295.0,83.86,67
32198,2010,3,10,333.0,125.0,8.0,69
32387,1990,3,10,1176.51,210.0,10.11,67
32402,2006,3,10,25.45,265.0,6.4,73
32410,1957,3,10,53.89,220.0,11.47,67
32413,2001,3,10,44.13,295.0,13.1,73
32450,2011,6,10,,165.0,inf,67
32986,1940,3,10,1134.97,30.0,82.69,69
33041,1950,6,10,344.75,125.0,11.91,67
33150,2004,3,10,250.82,25.0,12.4,73
33156,2020,3,10,99.1,115.0,3.65,73
33159,1983,3,10,173.72,295.0,6.65,73
33176,2004,3,10,46.89,95.0,17.6,73
33179,1973,3,10,178.64,15.0,7.88,67
33183,2002,3,10,89.08,15.0,8.85,73
33188,2007,3,10,150.28,65.55371700775147,inf,73
33191,2000,3,10,129.44,100.0,inf,73
33194,2006,3,10,145.66,100.0,inf,73
33208,2004,3,10,136.14,5.0,39.29,73
33211,1996,3,10,36.18,75.0,10.16,73
33218,2000,3,10,89.6,115.0,14.04,73
33221,2015,3,10,64.37,115.0,9.43,73
33229,1996,3,10,138.99,250.0,10.72,73
33234,1994,3,10,72.68,260.0,9.91,73
33239,2021,3,10,,75.0,10.03,73
33242,2003,3,10,58.01,265.0,12.2,73
33247,2015,3,10,69.52,115.0,9.34,73
33254,2000,3,10,45.32,115.0,9.46,73
33257,2007,3,10,47.51,255.0,11.29,73
33267,2008,3,10,,275.0,10.36,73
33273,2007,3,10,174.53,255.0,9.84,73
33277,1971,3,10,221.17,75.0,10.78,67
33282,2004,3,10,84.77,255.0,9.79,73
33285,2000,3,10,92.02,115.0,14.02,73
33289,2008,3,10,212.11,75.0,10.85,73
33294,1963,3,10,83.98,60.0,8.34,73
33299,1989,3,10,,60.0,8.32,73
33302,1960,3,10,5.01,60.0,8.71,73
33305,2012,3,10,108.26,180.0,31.62,73
33308,2008,3,10,93.61,55.0,8.38,73
33312,1968,3,10,73.32,65.0,8.34,73
33314,2020,3,10,41.96,60.0,8.38,73
33326,1970,3,10,,240.0,8.32,73
33332,2006,3,10,211.22,240.0,8.37,73
33335,2006,3,10,205.68,240.0,8.36,73
33339,2003,3,10,231.4,240.0,8.29,73
33342,2000,3,10,112.46,320.0,48.48,73
34361,2022,3,10,74.87,125.0,11.95,73
34452,1962,6,10,1506.91,35.0,33.35,67
34457,2005,3,10,1282.63,305.0,54.64,67
34506,2008,3,10,476.46,190.0,42.03,67
34513,2006,3,10,183.08,75.0,7.75,73
34516,2011,6,10,82.3,205.0,12.37,73
34524,2000,3,10,109.65,235.0,12.92,73
34529,2015,3,10,105.7,230.0,16.77,73
34532,2018,3,10,163.77,205.0,23.18,73
34536,1986,3,10,121.16,205.0,13.02,73
34540,1980,3,10,118.5,205.0,12.18,73
34548,2018,3,10,,205.0,18.29,73
34552,2009,3,10,340.6,230.0,12.22,73
34555,1965,3,10,233.29,205.0,12.44,73
34559,2016,3,10,206.71,205.0,30.47,73
34570,1942,3,10,,100.0,inf,73
34576,2004,3,10,123.61,295.0,10.32,73
34583,1972,3,10,31.99,295.0,10.26,67
34588,2005,3,10,28.72,295.0,10.2,73
34595,2010,3,10,150.5,100.0,inf,73
34604,2020,3,10,,245.0,17.65,73
34608,1955,3,10,141.31,115.0,10.14,67
34611,1988,3,10,108.82,115.0,10.2,73
34615,2000,3,10,147.9,115.0,10.29,73
34618,2004,3,10,85.29,295.0,9.74,73
34621,2000,3,10,64.72,115.0,10.17,73
34629,2020,3,10,58.44,50.0,36.87,73
35032,1984,3,10,455.01,15.0,38.19,67
35362,2016,3,10,71.06,320.0,95.52,73
35369,2001,3,10,133.16,50.0,12.51,73
35377,2012,3,10,204.17,50.0,12.28,73
35385,1983,3,10,88.62,90.0,8.62,73
35388,1973,3,10,257.64,50.0,12.3,73
35390,2005,3,10,208.47,70.0,18.95,73
35393,1920,3,10,31.57,50.0,8.17,73
