label,index
3,21620
3,23725
5,10128
2,5868
4,5549
2,23995
3,24367
2,21890
1,18485
4,18714
1,232
4,1140
1,13163
2,14800
0,6823
1,3045
5,11066
1,16905
1,4926
4,8632
5,8931
2,16597
1,4625
2,16606
2,22968
3,14492
1,6720
4,14703
2,18817
0,19478
1,21793
3,21402
3,2329
0,23696
2,23507
4,19538
0,21542
3,2269
2,23447
5,8871
1,16746
4,4765
0,22828
1,14643
5,6660
0,18957
5,18654
4,372
3,6963
2,14940
2,1391
5,13023
2,1000
0,4866
1,16845
1,3294
2,11126
1,3105
0,8772
0,5409
1,5798
2,24227
3,263
4,18745
0,14851
0,6872
3,1280
1,1111
5,13132
1,16954
0,4977
3,3385
5,3014
0,11037
4,8663
0,24336
3,5518
3,5689
2,19429
2,21453
1,23556
3,2378
3,8960
2,22939
2,4674
5,16657
3,6771
4,14752
5,18846
2,8820
1,22879
0,16486
5,16717
1,4734
4,14583
1,14612
3,6631
0,18906
1,19569
3,21682
2,21513
0,23787
2,23416
1,2238
2,23884
2,24276
1,5458
3,21981
2,323
1,18594
0,18605
2,13072
1,1051
4,6932
1,14911
2,11177
1,3154
0,4837
3,16814
0,8723
4,20578
2,1356
0,13375
1,14987
4,18502
1,18693
4,8424
4,3253
1,11270
4,16882
1,23812
0,24171
3,21917
0,15679
3,21614
1,21585
4,12388
5,7959
5,12019
4,9748
1,23711
2,23480
2,4433
1,16410
1,16781
4,18990
0,6536
4,14515
5,14684
1,16550
2,4573
1,14455
3,6476
3,21754
1,12159
5,7819
5,9599
2,9608
3,23651
3,24031
2,23952
3,21857
4,15739
0,20438
0,13235
2,1216
1,1187
1,164
5,18442
2,8564
1,11330
1,3313
2,3082
3,24120
4,23843
5,15628
2,21946
3,1307
0,13324
2,1096
5,20529
4,18553
1,8475
2,3202
1,11221
1,3193
2,4462
5,16441
3,6567
4,14544
2,12048
2,7908
1,21645
2,9488
4,9719
1,23740
4,12299
5,7848
0,12108
4,21705
1,21494
2,9659
3,23600
0,23591
4,16501
3,4522
1,16690
1,18881
0,14404
2,6427
5,14795
1,13264
3,1247
1,14896
1,20469
4,18413
4,18782
5,135
4,8535
4,11361
3,3342
0,16993
0,23903
3,24060
3,15768
1,21806
0,21527
3,23422
3,8814
2,4700
5,16723
0,4491
4,20948
3,6605
2,14626
3,6594
3,18932
0,317
1,18631
2,14925
0,6906
2,1065
5,13046
4,16820
1,4803
4,3160
3,11143
5,8717
1,8486
1,24242
1,7569
3,24302
3,24093
1,7429
4,257
2,18771
4,13106
3,1125
2,6846
1,14865
0,13297
4,11003
4,3020
2,4943
2,16960
0,11392
4,8657
3,8954
5,16663
3,4640
1,20808
4,14766
0,6745
5,18872
2,21467
4,15898
2,23562
1,8845
1,4751
1,16772
4,6654
1,14677
0,20919
2,18963
1,15989
2,21576
3,23473
1,24213
3,24182
1,7538
5,18660
1,346
1,1034
0,13017
1,14974
5,6957
1,13386
1,3131
4,11112
4,16871
