label,index
0,10914
0,24689
1,10623
0,13998
0,23620
0,9628
3,13392
3,24332
1,6936
3,10633
1,10607
0,12821
3,12780
2,21279
0,12425
2,8690
0,4984
2,6932
1,12019
3,7429
0,19213
2,10652
0,10555
3,11989
3,19020
3,24170
0,21916
1,18822
0,20001
0,6088
2,24323
2,20829
2,11340
3,14992
2,11224
2,11241
0,24280
3,23553
2,8637
3,25473
2,20692
2,4788
1,9616
1,8618
2,11850
3,11924
0,17119
0,37
1,23968
0,25165
1,8679
3,11971
2,13934
3,24700
0,8344
2,16344
0,24635
3,14080
3,24697
0,33
0,24741
2,13514
0,12254
0,10173
0,22744
0,25035
1,17736
0,20650
0,22730
0,12888
0,14056
0,19199
0,13461
2,14017
0,13925
1,577
0,11960
1,9592
3,4939
1,9617
0,15504
3,16106
2,14371
3,580
1,9398
3,22601
3,25055
1,9411
3,12073
3,18629
3,13446
0,13827
2,9348
3,13943
0,12011
0,11278
1,9591
1,9473
1,11209
1,10151
1,12959
3,12429
1,11936
3,583
0,13466
1,14869
0,22554
3,11319
1,20844
0,15506
2,13279
1,18311
0,12808
3,12154
0,22555
1,20840
0,20874
0,10193
0,24752
3,9198
0,13480
3,23365
0,5049
3,24713
2,8699
0,25113
1,10700
1,8576
3,24386
2,11246
3,16630
3,16822
2,9539
3,21804
2,10664
1,12891
2,12792
3,19205
3,13938
1,7738
0,146
3,24320
0,21865
0,12926
0,1659
3,25483
0,12912
3,9322
0,13828
3,12826
2,10671
1,22081
3,147
3,18626
1,9419
3,15439
1,4983
2,10630
1,14239
1,10692
3,24729
3,11978
3,10610
0,10641
3,14885
2,24325
1,24335
3,23555
3,16631
1,20648
0,13376
0,19210
2,10665
1,12760
