label,index
0,15060
1,5286
2,10682
0,6079
0,22132
1,25851
2,13968
0,13558
0,24292
0,21444
2,11131
0,4871
0,16852
1,8522
0,24315
0,4944
0,19999
0,16635
0,18824
0,21431
0,11337
2,11366
0,17969
2,8664
2,3153
0,12319
2,11352
2,3320
0,386
1,20027
0,12797
0,15161
0,7282
2,4018
2,17186
1,5325
0,20042
0,9312
2,10686
0,24589
1,10675
0,12933
0,12822
1,15097
0,6298
0,9377
1,9266
0,13479
0,25400
2,8239
0,4560
0,11323
0,126
2,11232
0,24311
0,16621
0,19618
1,13243
0,8891
2,16437
2,16916
0,8932
0,14491
0,10098
0,21763
0,24397
1,11280
0,4612
0,23421
0,11140
2,15928
2,18882
0,21914
1,18993
0,7286
0,13438
0,20375
2,10591
0,12645
0,24599
1,10696
0,12890
0,25814
0,25486
