label,index
0,5114
4,17137
3,10854
0,2877
2,5285
3,7011
3,15032
2,12951
3,7380
1,18349
4,20333
4,22236
0,3789
3,3418
0,25456
3,4278
4,19025
3,12652
1,24839
1,2774
1,10757
0,9103
2,9292
4,19165
4,12712
4,12483
3,24979
0,10617
1,2634
1,10586
3,9043
0,25516
4,25687
1,4338
2,18198
0,18209
3,20273
0,22376
0,3558
0,2937
3,10914
0,17077
0,5054
2,12811
0,15172
0,7151
1,18089
0,18318
3,20362
3,3449
4,22267
4,10805
3,2826
3,5145
3,17166
0,12900
2,7040
2,15063
1,19074
3,12603
3,12592
0,2725
3,10706
1,10497
2,24868
2,9152
0,4229
0,25407
3,25796
3,4369
4,25547
1,19134
3,12743
0,10646
3,2665
3,24928
0,9012
1,9383
4,17026
1,5005
1,2966
3,10945
2,5394
2,15123
2,7100
1,12840
0,7291
2,18258
0,20222
0,3698
4,3509
3,22327
0,25765
4,16168
2,3828
1,12561
1,19316
3,19087
3,9230
3,23269
3,2447
3,10464
1,24798
1,24409
3,5227
2,17204
2,17195
0,7322
3,15301
2,15090
3,20000
3,20391
3,22105
2,22294
0,11499
0,11708
1,20140
0,22045
2,11648
3,24549
4,17344
3,5367
3,2995
3,15241
3,7262
2,12421
2,19256
4,9370
3,23329
0,10524
0,2507
3,2696
0,25625
2,3968
2,16028
3,12530
2,19347
2,9261
3,2416
2,10435
3,2787
3,23238
3,3879
2,16139
0,25734
2,20051
2,11759
0,25837
3,22154
4,5276
0,17255
3,2884
3,24458
0,7373
3,15350
3,17315
2,5336
0,17084
3,24689
0,24518
4,15210
3,7233
3,15181
0,20111
1,20280
1,11588
1,11619
3,22014
3,22385
0,16079
2,3939
2,25674
4,12470
3,19207
0,19196
1,9321
2,10575
0,2556
0,23378
3,19291
3,19100
2,12777
4,2651
0,10672
0,9026
0,25573
4,13889
3,6258
1,849
3,1438
3,20187
3,20216
0,22082
2,22313
3,10971
1,2952
4,17383
2,5031
0,17012
0,12874
2,15286
0,7134
3,15117
2,17152
0,5171
1,2812
4,10831
2,15057
1,7074
0,12934
3,1578
3,20356
3,22253
0,25433
0,6318
2,6089
2,909
2,19040
3,12637
0,2480
1,10732
3,2711
2,9166
3,25522
2,6209
3,6198
3,818
4,19151
4,12726
0,2591
0,2600
2,10623
0,9077
0,5060
2,17043
1,10920
0,2903
3,7165
2,15146
3,12825
2,20247
0,1469
3,22342
4,20096
2,20307
0,1529
4,22193
3,22202
3,2843
2,10860
0,17292
3,17103
0,5120
2,12965
3,15397
3,15006
1,7025
0,19380
1,19011
3,12666
1,10763
0,2740
3,9137
0,25462
3,13998
2,6349
3,958
2,13728
2,20125
0,479
1,8079
0,22020
3,5093
2,5302
0,17321
4,7196
0,7207
2,15224
3,12444
3,21249
0,19233
3,9084
0,9315
0,2562
0,10541
3,25640
3,1808
0,14148
3,25491
4,25700
0,14008
4,14399
2,1948
3,12695
4,12504
1,21309
0,21098
4,19373
4,9255
1,10790
2,10401
2,19
3,2422
3,17261
2,5242
0,10893
0,15364
0,7347
2,12996
2,13668
4,20065
0,539
3,8139
4,22160
0,25803
4,5353
1,17370
2,10982
0,7256
1,15275
3,12887
1,20174
4,13779
0,428
3,8028
3,22071
0,25580
1,25611
4,14119
1,14288
0,1859
0,21218
0,21189
0,12784
0,12415
2,19262
0,9344
1,10681
3,2533
4,10510
3,21358
3,12555
2,19322
4,9195
1,9204
2,10450
4,2473
0,48
3,25751
3,1919
3,14059
3,20034
3,13639
2,568
2,8168
2,25852
0,22131
0,5182
1,17230
0,5213
2,7087
0,15335
0,7316
3,8766
0,3280
4,4872
3,16851
1,11132
3,3111
0,1385
2,6977
4,14954
1,13037
3,1014
3,18640
2,366
1,7518
4,7689
0,24233
2,9898
0,23453
3,21556
3,18943
0,14657
4,6674
0,20939
1,16752
3,4771
2,8865
2,18803
0,14486
0,6734
3,14717
